Symbol,Description,Price,Price - Currency,"Dividend yield %, Trailing 12 months","Dividends per share, Annual","Dividends per share, Annual - Currency",Sector
VTOL,"Bristow Group, Inc.",46.89,USD,0,0,USD,Transportation
AMPX,"Amprius Technologies, Inc.",10.375,USD,0,0,USD,Producer manufacturing
TUYA,Tuya Inc.,2.415,USD,0,0,USD,Technology services
CNOB,"ConnectOne Bancorp, Inc.",26.91,USD,2.68356317554976,0.72,USD,Finance
FRBP,FRANKLIN BSP CAPITAL CORP,10.01,USD,8.69130869130869,0.87,USD,Finance
TSHA,"Taysha Gene Therapies, Inc.",4.925,USD,0,0,USD,Health technology
PLSE,"Pulse Biosciences, Inc",19.84,USD,0,0,USD,Health technology
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,27.75,USD,8.11888365349765,1.82,USD,Miscellaneous
WLFC,Willis Lease Finance Corporation,197.5,USD,0.5818365798128,0.5,USD,Finance
RDW,Redwire Corporation,8.125,USD,0,0,USD,Electronic technology
PUMP,ProPetro Holding Corp.,10.95,USD,0,0,USD,Industrial services
ASTE,"Astec Industries, Inc.",58.37,USD,0.898100172711572,0.52,USD,Producer manufacturing
AESI,Atlas Energy Solutions Inc.,10.75,USD,9,0.84,USD,Industrial services
MSDL,Morgan Stanley Direct Lending Fund,15.51,USD,13.0463144161774,2,USD,Finance
LAC,Lithium Americas Corp.,4.7334,USD,0,0,USD,Non-energy minerals
HIMX,"Himax Technologies, Inc.",7.72,USD,4.73061760840999,,,Electronic technology
UVV,Universal Corporation,53.22,USD,6.11329220415031,3.24,USD,Distribution services
CRML,Critical Metals Corp.,11.24,USD,0,0,USD,Non-energy minerals
CXM,"Sprinklr, Inc.",5.365,USD,0,0,USD,Technology services
ECVT,Ecovyst Inc.,11.6,USD,0,0,USD,Process industries
AZTA,"Azenta, Inc.",28.7,USD,0,0,USD,Health services
REAL,"The RealReal, Inc.",11.315,USD,0,0,USD,Retail trade
SHLS,"Shoals Technologies Group, Inc.",7.88,USD,0,0,USD,Electronic technology
JKS,JinkoSolar Holding Company Limited,26.2822,USD,4.87990850171559,1.48,USD,Electronic technology
LADR,Ladder Capital Corp,10.35,USD,8.88030888030888,0.92,USD,Finance
OBK,"Origin Bancorp, Inc.",42.475,USD,1.42416330405887,0.6,USD,Finance
DSL,DoubleLine Income Solutions Fund,11.41,USD,11.5102895012208,1.32,USD,Miscellaneous
NEO,"NeoGenomics, Inc.",10.1,USD,0,0,USD,Health services
GIII,"G-III Apparel Group, LTD.",31.055,USD,0.326797385620915,0,USD,Consumer non-durables
FLYW,Flywire Corporation - Voting,10.715,USD,0,0,USD,Commercial services
MLTX,MoonLake Immunotherapeutics,18.31,USD,0,0,USD,Health technology
RES,"RPC, Inc.",5.915,USD,2.69360269360269,0.16,USD,Industrial services
LUXE,LuxExperience B.V.,9.59,USD,0,0,USD,Retail trade
VIA,"Via Transportation, Inc.",16.095,USD,0,,,Technology services
ENOV,Enovis Corporation,22.785,USD,0,0,USD,Health technology
NVGS,Navigator Holdings Ltd.,19.804,USD,1.11111111111111,0.2,USD,Transportation
SEPN,"Septerna, Inc.",28.965,USD,0,0,USD,Health technology
IIPR,"Innovative Industrial Properties, Inc.",48.65,USD,16.4644714038128,7.52,USD,Finance
AMPH,"Amphastar Pharmaceuticals, Inc.",28.145,USD,0,0,USD,Health technology
PDFS,"PDF Solutions, Inc.",32.715,USD,0,0,USD,Technology services
BV,"BrightView Holdings, Inc.",13.7,USD,0,0,USD,Commercial services
ECPG,Encore Capital Group Inc,57.81,USD,0,0,USD,Finance
IRMD,iRadimed Corporation,101.22,USD,0.673067405721073,0.68,USD,Health technology
DAWN,"Day One Biopharmaceuticals, Inc.",12.15,USD,0,0,USD,Health technology
NFJ,"Virtus Dividend, Interest & Premium Strategy Fund",13.655,USD,9.0169992609017,1.17,USD,Miscellaneous
SOC,Sable Offshore Corp.,8.84,USD,0,0,USD,Energy minerals
SBET,"Sharplink, Inc.",6.49,USD,0,0,USD,Commercial services
ENVX,Enovix Corporation,5.91,USD,0,0,USD,Producer manufacturing
WABC,Westamerica Bancorporation,51.04,USD,3.54844999025151,1.82,USD,Finance
PLPC,Preformed Line Products Company,259.28,USD,0.317647058823529,0.8,USD,Producer manufacturing
NNE,Nano Nuclear Energy Inc.,24.4,USD,0,0,USD,Producer manufacturing
AGRO,Adecoagro S.A.,8.975,USD,3.92208520179372,0.3422,USD,Process industries
GCT,GigaCloud Technology Inc,34.15,USD,0,0,USD,Distribution services
WGO,"Winnebago Industries, Inc.",44.795,USD,3.13422666363843,1.36,USD,Consumer durables
AHCO,AdaptHealth Corp.,9.33,USD,0,0,USD,Health services
USPH,"U.S. Physical Therapy, Inc.",82.87,USD,2.15439856373429,1.76,USD,Health services
PRA,ProAssurance Corporation,24.425,USD,0,0,USD,Finance
LGIH,"LGI Homes, Inc.",54.28,USD,0,0,USD,Consumer durables
NVCR,NovoCure Limited,11.18,USD,0,0,USD,Health technology
VYX,NCR Voyix Corporation,9.03,USD,0,0,USD,Technology services
ARLO,"Arlo Technologies, Inc.",11.79,USD,0,0,USD,Electronic technology
UPBD,"Upbound Group, Inc.",21.56,USD,7.30337078651685,1.56,USD,Finance
NMZ,Nuveen Municipal High Income Opportunity Fund,10.65,USD,7.38721804511278,0.786,USD,Miscellaneous
EMO,ClearBridge Energy Midstream Opportunity Fund Inc.,50.715,USD,8.09412109375,4.23,USD,Miscellaneous
IDT,IDT Corporation,49.45,USD,0.488499898229188,0.22,USD,Communications
LAR,Lithium Argentina AG,7.635,USD,0,0,USD,Non-energy minerals
JFR,Nuveen Floating Rate Income Fund,7.7,USD,13.2089071770926,1.015765,USD,Miscellaneous
ALVO,Alvotech,4.135,USD,0,0,USD,Health technology
YELP,Yelp Inc.,20.04,USD,0,0,USD,Technology services
SCL,Stepan Company,54.46,USD,2.89557257612554,1.55,USD,Process industries
WLTH,Wealthfront Corporation,8.175,USD,0,,,Technology services
RLJ,RLJ Lodging Trust,8.08,USD,7.44416873449131,0.5,USD,Finance
DFIN,"Donnelley Financial Solutions, Inc.",47.71,USD,0,0,USD,Technology services
HLIT,Harmonic Inc.,10.88,USD,0,0,USD,Electronic technology
DMLP,"Dorchester Minerals, L.P.",25.29,USD,10.9093789308176,3.487554,USD,Miscellaneous
RERE,ATRenew Inc.,5.53,USD,0,0,USD,Retail trade
MAN,ManpowerGroup,26.34,USD,5.51090700344432,1.44,USD,Commercial services
GERN,Geron Corporation,1.9085,USD,0,0,USD,Health technology
SVRA,"Savara, Inc.",5.981,USD,0,0,USD,Health technology
NPKI,NPK International Inc.,14.375,USD,0,0,USD,Producer manufacturing
ALX,"Alexander's, Inc.",236.555,USD,7.574163686093,18,USD,Finance
DLX,Deluxe Corporation,26.92,USD,4.53343407631281,1.2,USD,Commercial services
ORIC,"Oric Pharmaceuticals, Inc.",12.42,USD,0,0,USD,Health technology
ARHS,"Arhaus, Inc.",8.53,USD,0,0,USD,Consumer durables
RBCAA,"Republic Bancorp, Inc.",69.01,USD,3.24694024478042,2.255,USD,Finance
AFYA,Afya Limited,13.16,USD,0.00166582196697775,0,USD,Consumer services
BH,Biglari Holdings Inc.,376.96,USD,0,0,USD,Consumer services
GIC,Global Industrial Company,30.97,USD,3.36351875808538,1,USD,Retail trade
AAT,"American Assets Trust, Inc.",19.365,USD,7.00669757856775,1.36,USD,Finance
CCO,"Clear Channel Outdoor Holdings, Inc.",2.385,USD,0,0,USD,Commercial services
PFBC,Preferred Bank,88.42,USD,3.39265850945495,3.05,USD,Finance
INNV,InnovAge Holding Corp.,8.7172,USD,0,0,USD,Technology services
TRUP,"Trupanion, Inc.",27.07,USD,0,0,USD,Finance
CWH,"Camping World Holdings, Inc.",11.485,USD,4.43262411347518,0.5,USD,Retail trade
TNC,Tennant Company,64.7428,USD,1.45200486026731,1.135,USD,Producer manufacturing
AHG,Akso Health Group,1.37,USD,0,0,USD,Retail trade
EXPI,"eXp World Holdings, Inc.",7.36,USD,2.74348422496571,0.2,USD,Finance
AMAL,Amalgamated Financial Corp.,38.985,USD,1.44815102146367,0.56,USD,Finance
JCAP,"Jefferson Capital, Inc.",20,USD,2.4,,,Finance
PEBO,Peoples Bancorp Inc.,32.65,USD,5.01230012300123,1.63,USD,Finance
INBX,"Inhibrx Biosciences, Inc.",80.1,USD,0,0,USD,Health technology
FPF,First Trust Intermediate Duration Preferred & Income Fund,19.1392,USD,8.62068965517241,1.65,USD,Miscellaneous
DAO,"Youdao, Inc.",9.68,USD,0,0,USD,Technology services
CBL,"CBL & Associates Properties, Inc.",37.8,USD,4.49141347424042,1.7,USD,Finance
LZ,"LegalZoom.com, Inc.",6.53,USD,0,0,USD,Technology services
AEHR,Aehr Test Systems,37.67,USD,0,0,USD,Electronic technology
VITL,"Vital Farms, Inc.",25.76,USD,0,0,USD,Process industries
TRIP,"TripAdvisor, Inc.",10.045,USD,0,0,USD,Consumer services
EOS,Eaton Vance Enhance Equity Income Fund II,21.97,USD,8.40275862068966,1.7163,USD,Miscellaneous
SAFT,"Safety Insurance Group, Inc.",77.32,USD,4.69193091002836,3.6,USD,Finance
GLDD,Great Lakes Dredge & Dock Corporation,16.915,USD,0,0,USD,Industrial services
EVV,Eaton Vance Limited Duration Income Fund,9.895,USD,9.07381193124368,0.9358,USD,Miscellaneous
PLTK,Playtika Holding Corp.,3.035,USD,12.7591706539075,0.4,USD,Technology services
SAFE,Safehold Inc. New,15.915,USD,4.45563247325362,0.708,USD,Finance
TMP,Tompkins Financial Corporation,78.92,USD,3.17761741992657,2.51,USD,Finance
UAMY,United States Antimony Corporation,8.13,USD,0,0,USD,Non-energy minerals
AMTD,AMTD IDEA Group,1.02,USD,0,0,USD,Finance
LUCK,Lucky Strike Entertainment Corporation,8.24,USD,2.72727272727273,0.22,USD,Consumer services
NBR,Nabors Industries Ltd.,77.275,USD,0,0,USD,Industrial services
YALA,Yalla Group Limited,7.21,USD,0,0,USD,Technology services
CCB,Coastal Financial Corporation,74.795,USD,0,0,USD,Finance
TRIN,Trinity Capital Inc.,14.9,USD,13.8775510204082,2.04,USD,Miscellaneous
CTBI,"Community Trust Bancorp, Inc.",62.2241,USD,3.28030178776447,2,USD,Finance
TROX,Tronox Holdings plc,7.09,USD,5.07246376811594,0.35,USD,Process industries
ALNT,Allient Inc.,66.3,USD,0.182787509520183,0.12,USD,Producer manufacturing
ULCC,"Frontier Group Holdings, Inc.",4.885,USD,0,0,USD,Transportation
SANA,"Sana Biotechnology, Inc.",4.21,USD,0,0,USD,Health technology
LIND,Lindblad Expeditions Holdings Inc.,20.2,USD,0,0,USD,Consumer services
METC,"Ramaco Resources, Inc.",17.65,USD,0,0.4125,USD,Energy minerals
REX,REX American Resources Corporation,33.85,USD,0,0,USD,Process industries
AEBI,Aebi Schmidt Holding AG,14.415,USD,0.337609723160027,,,Consumer durables
CIM,Chimera Investment Corporation,13.3,USD,11.0861423220974,1.48,USD,Finance
OLPX,"Olaplex Holdings, Inc.",1.665,USD,0,0,USD,Distribution services
BLFS,"BioLife Solutions, Inc.",23.08,USD,0,0,USD,Health technology
TWO,Two Harbors Investment Corp,10.4499,USD,14.3939393939394,1.52,USD,Finance
AOD,abrdn Total Dynamic Dividend Fund,10.55,USD,11.1216730038023,1.17,USD,Miscellaneous
OUST,"Ouster, Inc.",18.48,USD,0,0,USD,Electronic technology
SIFY,Sify Technologies Limited - American Depository Shares,16.34,USD,0,0,USD,Technology services
STGW,Stagwell Inc.,4.38,USD,0,0,USD,Commercial services
XERS,"Xeris Biopharma Holdings, Inc.",6.66,USD,0,0,USD,Health technology
PNTG,"The Pennant Group, Inc.",31.85,USD,0,0,USD,Health services
IGIC,International General Insurance Holdings Ltd.,25,USD,0.699720111955218,0.085,USD,Finance
GILT,Gilat Satellite Networks Ltd.,15.0106,USD,0,0,USD,Electronic technology
BTGO,"BitGo Holdings, Inc.",9.47,USD,0,,,Technology services
DEC,Diversified Energy Company,13.48,USD,10.6141232575202,1.16,USD,Energy minerals
PZZA,"Papa John's International, Inc.",33.3,USD,5.61660561660562,1.84,USD,Consumer services
ASIC,Ategrity Specialty Insurance Company Holdings,22.64,USD,0,0,USD,Finance
LMB,"Limbach Holdings, Inc.",93.28,USD,0,0,USD,Miscellaneous
DEA,"Easterly Government Properties, Inc.",23.4999,USD,8.56747552149851,2.0125,USD,Finance
LINC,Lincoln Educational Services Corporation,34.195,USD,0,,,Commercial services
OCFC,OceanFirst Financial Corp.,18.78,USD,4.25758382118148,0.8,USD,Finance
WBI,WaterBridge Infrastructure LLC,24.885,USD,0,,,Industrial services
MRTN,"Marten Transport, Ltd.",13.18,USD,1.82094081942337,0.24,USD,Transportation
OPRA,Opera Limited,12.065,USD,6.51629072681704,0.78,USD,Technology services
SNCY,"Sun Country Airlines Holdings, Inc.",19.88,USD,0,0,USD,Transportation
EPC,Edgewell Personal Care Company,22.69,USD,2.68456375838926,0.6,USD,Consumer non-durables
PMT,PennyMac Mortgage Investment Trust,12.065,USD,13.1687242798354,1.6,USD,Finance
FMBL,Farmers & Merchants Bank of Long Beach (CA),8495,USD,1.31842260153031,112,USD,Finance
HQH,abrdn Healthcare Investors Shares of Beneficial Interest,19.73,USD,11.4285714285714,2.04,USD,Miscellaneous
CMPX,"Compass Therapeutics, Inc.",5.92,USD,0,0,USD,Health technology
PENG,"Penguin Solutions, Inc.",19.975,USD,0,0,USD,Electronic technology
CRAI,"CRA International,Inc.",159.95,USD,1.28447298828863,1.75,USD,Commercial services
MOMO,Hello Group Inc.,6.6465,USD,0,0,USD,Technology services
GSBD,"Goldman Sachs BDC, Inc.",9.16,USD,14.1124586549063,1.8,USD,Miscellaneous
PLOW,"Douglas Dynamics, Inc.",45.36,USD,2.76735459662289,1.18,USD,Producer manufacturing
CSR,D/B/A Centerspace,62.04,USD,4.96213951989689,3.08,USD,Finance
OSBC,"Old Second Bancorp, Inc.",19.69,USD,1.32924335378323,0.25,USD,Finance
THRM,Gentherm Inc,33.92,USD,0,0,USD,Producer manufacturing
NX,Quanex Building Products Corporation,22.52,USD,1.46052031036057,0.32,USD,Producer manufacturing
NAT,Nordic American Tankers Limited,4.885,USD,7.31707317073171,0.4,USD,Transportation
CERT,"Certara, Inc.",6.485,USD,0,0,USD,Technology services
FSUN,FirstSun Capital Bancorp,36.945,USD,0,0,USD,Finance
ZD,"Ziff Davis, Inc.",26.08,USD,0,0,USD,Technology services
RNP,"Cohen & Steers REIT and Preferred and Income Fund, Inc.",21.56,USD,7.58716875871688,1.632,USD,Miscellaneous
FBAK,First National Bank Alaska,310,USD,5.17799352750809,16,USD,Finance
BBN,BlackRock Taxable Municipal Bond Trust,16.6296,USD,6.69951923076923,1.1148,USD,Miscellaneous
JMIA,Jumia Technologies AG,8.365,USD,0,0,USD,Technology services
ESRT,"Empire State Realty Trust, Inc.",5.9924,USD,2.32172470978441,0.14,USD,Finance
TK,Teekay Corporation Ltd.,12.035,USD,0,0,USD,Transportation
TYG,Tortoise Energy Infrastructure Corporation,47.82,USD,9.24819773429454,4.49,USD,Miscellaneous
AKTS,"Aktis Oncology, Inc.",19.51,USD,0,,,Health technology
PRSU,"Pursuit Attractions and Hospitality, Inc.",36.175,USD,0,0,USD,Consumer services
UAN,"CVR Partners, LP",96.72,USD,12.3767002388122,11.92,USD,Process industries
EVEX,"Eve Holding, Inc.",2.935,USD,0,0,USD,Electronic technology
GNK,Genco Shipping & Trading Limited,23.57,USD,3.17393144308083,0.75,USD,Transportation
SBR,Sabine Royalty Trust,69.85,USD,7.38072030870373,5.45154,USD,Miscellaneous
COUR,"Coursera, Inc.",6.075,USD,0,0,USD,Technology services
CMRF,CIM Real Estate Fin Tr Inc.,2.3368,USD,13.584,0.45,USD,Miscellaneous
FMBH,"First Mid Bancshares, Inc.",42.46,USD,2.32889733840304,0.98,USD,Finance
CMP,Compass Minerals Intl Inc,24.33,USD,0,0,USD,Process industries
CLOV,"Clover Health Investments, Corp.",1.97,USD,0,0,USD,Finance
MSEX,Middlesex Water Company,54.685,USD,2.51824817518248,1.38,USD,Utilities
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund,9.44,USD,8.45859872611465,0.7722,USD,Miscellaneous
MFIC,MidCap Financial Investment Corporation,10.87,USD,14.0092165898618,1.52,USD,Finance
MFA,"MFA Financial, Inc.",9.86,USD,14.5454545454545,1.44,USD,Finance
AVO,"Mission Produce, Inc.",14.25,USD,0,0,USD,Process industries
FTRE,Fortrea Holdings Inc.,10.92,USD,0,0,USD,Commercial services
RDWR,Radware Ltd.,23.16,USD,0,0,USD,Electronic technology
OCSL,Oaktree Specialty Lending Corporation,11.4062,USD,14.1093474426808,1.75,USD,Miscellaneous
BCX,BlackRock Resources,12.86,USD,6.5190958690569,0.6395,USD,Miscellaneous
PCRX,"Pacira BioSciences, Inc.",23.31,USD,0,0,USD,Health technology
PXED,"Phoenix Education Partners, Inc.",28.02,USD,0,0,USD,Technology services
VTYX,"Ventyx Biosciences, Inc.",13.955,USD,0,0,USD,Health technology
MMI,"Marcus & Millichap, Inc.",25.72,USD,1.95160031225605,0.5,USD,Finance
VSTS,Vestis Corporation,7.57,USD,0.461741424802111,0.07,USD,Consumer non-durables
URGN,UroGen Pharma Ltd.,21.28,USD,0,0,USD,Health technology
BTZ,BlackRock Credit Allocation Income Trust,10.645,USD,9.45352112676056,1.0068,USD,Miscellaneous
GO,Grocery Outlet Holding Corp.,10.1,USD,0,0,USD,Retail trade
GROY,Gold Royalty Corp.,4.365,USD,0,0,USD,Non-energy minerals
BHRB,Burke & Herbert Financial Services Corp.,65.9,USD,3.370614371074,2.2,USD,Finance
ASTH,Astrana Health Inc.,19.725,USD,0,0,USD,Health services
SBGI,"Sinclair, Inc.",14.18,USD,7.08215297450425,1,USD,Consumer services
AVBP,"ArriVent BioPharma, Inc.",23.89,USD,0,0,USD,Health technology
TEN,Tsakos Energy Navigation Ltd,32.01,USD,4.71846492607738,1.5,USD,Transportation
IDWM,"IDW Media Holdings, Inc.",35,USD,0,0,USD,Consumer services
SMP,"Standard Motor Products, Inc.",44.645,USD,2.83947790245019,1.16,USD,Consumer durables
CDNA,"CareDx, Inc.",19.06,USD,0,0,USD,Health technology
PML,Pimco Municipal Income Fund II,7.81,USD,6.06914212548015,0.474,USD,Miscellaneous
BW,"Babcock & Wilcox Enterprises, Inc.",8.822,USD,0,0,USD,Electronic technology
GPRE,"Green Plains, Inc.",14.01,USD,0,0,USD,Process industries
TBPH,"Theravance Biopharma, Inc.",19.24,USD,0,0,USD,Health technology
JBI,"Janus International Group, Inc.",7.01,USD,0,0,USD,Producer manufacturing
RJET,Republic Airways Holdings Inc.,20.71,USD,0,0,USD,Transportation
OFRM,"Once Upon a Farm, PBC",24.0999,USD,0,,,Consumer non-durables
JBSS,"John B. Sanfilippo & Son, Inc.",82.93,USD,1.08225108225108,0.85,USD,Consumer non-durables
KOS,Kosmos Energy Ltd.,2.025,USD,0,0,USD,Energy minerals
SGP,"SpyGlass Pharma, Inc.",29.01,USD,0,,,Health technology
UVSP,Univest Financial Corporation,33.94,USD,2.57244234180958,0.87,USD,Finance
INR,"Infinity Natural Resources, Inc.",15.8601,USD,0,,,Energy minerals
SSII,SS Innovations International Inc.,4.975,USD,0,0,USD,Health technology
UFCS,"United Fire Group, Inc",37.75,USD,1.68266070724333,0.64,USD,Finance
CTMX,"CytomX Therapeutics, Inc.",5.6711,USD,0,0,USD,Health technology
GHRS,GH Research PLC,15.465,USD,0,0,USD,Health technology
TASK,"TaskUs, Inc.",10.59,USD,0,0,USD,Commercial services
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",10.15,USD,5.90944881889764,0.6004,USD,Miscellaneous
ITRN,Ituran Location and Control Ltd.,48,USD,4.20786871449611,1.56,USD,Communications
LQDT,"Liquidity Services, Inc.",30.68,USD,0,0,USD,Retail trade
PDM,"Piedmont Realty Trust, Inc.",7.6,USD,1.64041994750656,0.125,USD,Finance
NEGG,"Newegg Commerce, Inc.",48.985,USD,0,0,USD,Retail trade
VRTS,"Virtus Investment Partners, Inc.",140.6,USD,6.72013873834815,9.3,USD,Finance
SBSI,"Southside Bancshares, Inc.",31.57,USD,4.57724094087731,1.44,USD,Finance
CHY,Calamos Convertible and High Income Fund,11.9803,USD,10.0334448160535,1.2,USD,Miscellaneous
TWFG,"TWFG, Inc.",16.85,USD,0,0,USD,Finance
CFFN,"Capitol Federal Financial, Inc.",7.28,USD,4.68965517241379,0.34,USD,Finance
UTL,UNITIL Corporation,52.09,USD,3.45688496255041,1.8,USD,Utilities
CRCT,"Cricut, Inc.",4.42,USD,4.53514739229025,0.2,USD,Distribution services
KBDC,"Kayne Anderson BDC, Inc.",13.8,USD,11.6959064327485,1.2,USD,Finance
BBDC,"Barings BDC, Inc.",8.92,USD,11.6331096196868,1.04,USD,Miscellaneous
JBGS,JBG SMITH Properties,15.73,USD,4.41919191919192,0.7,USD,Finance
ABCL,AbCellera Biologics Inc.,3.115,USD,0,0,USD,Health technology
HFWA,Heritage Financial Corporation,27.3925,USD,3.54112873478421,0.96,USD,Finance
STAA,STAAR Surgical Company,18.69,USD,0,0,USD,Health technology
TBLA,Taboola.com Ltd.,3.225,USD,0,0,USD,Technology services
NBBK,"NB Bancorp, Inc.",21.64,USD,0.653900046707146,0.14,USD,Finance
ACEL,"Accel Entertainment, Inc.",11.08,USD,0,0,USD,Consumer services
PBT,Permian Basin Royalty Trust,19.39,USD,1.5510970677452,0.54528,USD,Miscellaneous
SPRY,"ARS Pharmaceuticals, Inc.",9.32,USD,0,0,USD,Health technology
GSM,Ferroglobe PLC,4.93,USD,1.13821138211382,0.056,USD,Non-energy minerals
IART,Integra LifeSciences Holdings Corporation,11.8,USD,0,0,USD,Health technology
ACDC,ProFrac Holding Corp.,5.065,USD,0,0,USD,Industrial services
OPY,"Oppenheimer Holdings, Inc.",87.7,USD,0.832177531206657,0.72,USD,Finance
SENEA,Seneca Foods Corp.,134.96,USD,0,0,USD,Consumer non-durables
MCB,Metropolitan Bank Holding Corp.,90.26,USD,0.557413600891862,0.3,USD,Finance
BCAX,Bicara Therapeutics Inc.,16.62,USD,0,0,USD,Health technology
AWF,Alliancebernstein Global High Income Fund,10.55,USD,7.45023696682464,0.786,USD,Miscellaneous
RPC,"Ridgepost Capital, Inc.",8.2799,USD,1.83457711442786,0.1475,USD,Finance
CII,"BlackRock Enhanced Large Cap Core Fund, Inc.",22.255,USD,9.26576576576577,1.2355,USD,Miscellaneous
PCN,Pimco Corporate & Income Strategy Fund,12.677968,USD,10.6466876971609,1.35,USD,Miscellaneous
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund,10.43,USD,7.96153846153846,0.828,USD,Miscellaneous
NPK,"National Presto Industries, Inc.",126.68,USD,0.785175879396985,4.5,USD,Electronic technology
AMPL,"Amplitude, Inc.",6.77,USD,0,0,USD,Technology services
CCOI,"Cogent Communications Holdings, Inc.",18.08,USD,17.0677112479015,3.05,USD,Communications
SBNC,"Southern Bancshares (N.C.), Inc.",12000,USD,0.208333333333333,25,USD,Finance
PHAT,"Phathom Pharmaceuticals, Inc.",11.55,USD,0,0,USD,Health technology
BIOA,"BioAge Labs, Inc.",21.655,USD,0,0,USD,Health technology
NBN,Northeast Bank,112.8,USD,0.0354578494814289,0.04,USD,Finance
TLRY,"Tilray Brands, Inc.",7.7093,USD,0,0,USD,Process industries
HTD,John Hancock Tax Advantaged Dividend Income Fund,25.34,USD,6.86166007905138,1.736,USD,Miscellaneous
INMD,InMode Ltd.,14.14,USD,0,0,USD,Health technology
RZLV,Rezolve AI PLC,2.245,USD,0,0,USD,Technology services
CHI,Calamos Convertible Opportunities and Income Fund,11.4839,USD,9.93031358885017,1.14,USD,Miscellaneous
YB,Yuanbao Inc.,20.115,USD,0,,,Technology services
PGY,Pagaya Technologies Ltd.,11.1134,USD,0,0,USD,Technology services
MBWM,Mercantile Bank Corporation,51.88,USD,2.86697247706422,1.5,USD,Finance
NXP,Nuveen Select Tax Free Income Portfolio,14.525,USD,4.31379310344828,0.617,USD,Miscellaneous
ABTC,American Bitcoin Corp.,0.9599,USD,0,0,USD,Technology services
POET,POET Technologies Inc.,5.828,USD,0,0,USD,Producer manufacturing
BCOMF,B Communications Ltd,4,USD,0,0,USD,Communications
OPK,"Opko Health, Inc.",1.155,USD,0,0,USD,Health services
GGN,"GAMCO Global Gold, Natural Resources & Income Trust",5.62,USD,6.32688927943761,0.36,USD,Miscellaneous
ESQ,"Esquire Financial Holdings, Inc.",103.26,USD,0.678031770631538,0.7,USD,Finance
NAVI,Navient Corporation,9.05,USD,7.11902113459399,0.64,USD,Finance
AMTB,Amerant Bancorp Inc.,21.37,USD,1.67130919220056,0.36,USD,Finance
CPF,Central Pacific Financial Corp New,32.87,USD,3.33537331701346,1.09,USD,Finance
EIG,Employers Holdings Inc,39.19,USD,3.21346595256312,1.26,USD,Finance
HUYA,HUYA Inc.,3.7898,USD,0,,,Commercial services
EVLV,"Evolv Technologies Holdings, Inc.",5.04,USD,0,0,USD,Electronic technology
EH,EHang Holdings Limited,12.14,USD,0,0,USD,Technology services
OXLC,Oxford Lane Capital Corp.,8.98,USD,59.7345132743363,5.25,USD,Finance
TDAY,"USA TODAY Co., Inc.",5.92,USD,0,0,USD,Consumer services
EVMN,"Evommune, Inc.",27.59,USD,0,,,Health technology
HBNC,"Horizon Bancorp, Inc.",16.96,USD,3.78922439313203,0.64,USD,Finance
SDHC,Smith Douglas Homes Corp.,16.87,USD,0,0,USD,Consumer durables
ODC,Oil-Dri Corporation Of America,64.11,USD,1.05164024485952,0.645,USD,Process industries
EQBK,"Equity Bancshares, Inc.",45.37,USD,1.4585635359116,0.66,USD,Finance
ROOT,"Root, Inc.",55.8,USD,0,0,USD,Finance
NABL,"N-able, Inc.",4.64,USD,0,0,USD,Technology services
FMCB,Farmers & Merchants Bancorp,1200,USD,1.6125,19.35,USD,Finance
ACVA,ACV Auctions Inc.,5.02,USD,0,0,USD,Technology services
APOG,"Apogee Enterprises, Inc.",40.14,USD,2.60586319218241,1.01,USD,Producer manufacturing
XNCR,"Xencor, Inc.",12.055,USD,0,0,USD,Health technology
CCNE,CNB Financial Corporation,29.175,USD,2.47422680412371,0.72,USD,Finance
VTS,Vitesse Energy Inc.,22.235,USD,10.0671140939597,2.075,USD,Energy minerals
ABUS,Arbutus Biopharma Corporation,4.465,USD,0,0,USD,Health technology
GHM,Graham Corporation,77.55,USD,0,0,USD,Producer manufacturing
CRF,"Cornerstone Total Return Fund, Inc. (The)",7.35,USD,19.3324137931034,1.2444,USD,Miscellaneous
SSYS,"Stratasys, Ltd.",10.09,USD,0,0,USD,Electronic technology
BJRI,"BJ's Restaurants, Inc.",40.53,USD,0,0,USD,Consumer services
UVE,UNIVERSAL INSURANCE HOLDINGS INC,30.53,USD,2.11710221634138,0.64,USD,Finance
HEPS,D-Market Electronic Services & Trading,2.675,USD,0,0,USD,Technology services
HTLD,"Heartland Express, Inc.",11.03,USD,0.72992700729927,0.08,USD,Transportation
BFS,"Saul Centers, Inc.",34.98,USD,6.74671240708977,2.36,USD,Finance
ERII,"Energy Recovery, Inc.",16.105,USD,0,0,USD,Producer manufacturing
CSTL,"Castle Biosciences, Inc.",29.2,USD,0,0,USD,Health technology
CRTO,Criteo S.A.,17.18,USD,0,0,USD,Commercial services
EVGO,EVgo Inc.,2.765,USD,0,0,USD,Retail trade
CLB,Core Laboratories Inc.,18.195,USD,0.21822149481724,0.04,USD,Energy minerals
BCSF,"Bain Capital Specialty Finance, Inc.",13.06,USD,13.0943102104443,1.68,USD,Finance
MQY,"Blackrock MuniYield Quality Fund, Inc.",11.79,USD,5.90330788804071,0.696,USD,Miscellaneous
